Date,BTC,ETH,DOGE,DOT
2021-05-14 00:00:00 UTC,49972.7954,3750.341595,0.488936267,40.1045404
2021-05-15 00:00:00 UTC,49913.26314,4088.731708,0.564850776,47.33235364
2021-05-16 00:00:00 UTC,46780.9023,3659.921844,0.506792372,43.19002315
2021-05-17 00:00:00 UTC,46585.06414,3602.004897,0.515315465,42.49560776
2021-05-18 00:00:00 UTC,43780.8256,3288.229887,0.485147399,38.46656477
2021-05-19 00:00:00 UTC,43091.04145,3399.04928,0.478976031,40.78449482
2021-05-20 00:00:00 UTC,37287.3914,2505.014946,0.338740126,25.54743109
2021-05-21 00:00:00 UTC,40437.7301,2778.279661,0.397799655,28.96765574
2021-05-22 00:00:00 UTC,37339.6342,2419.103217,0.35233064,23.8868622
2021-05-23 00:00:00 UTC,37520.31768,2306.371267,0.343086742,21.98643138
2021-05-24 00:00:00 UTC,34977.5278,2120.037375,0.309233279,18.05557173
2021-05-25 00:00:00 UTC,38642.4423,2640.159632,0.363068763,23.06825629
2021-05-26 00:00:00 UTC,38210.80522,2695.477807,0.344895727,21.99774904
2021-05-27 00:00:00 UTC,39406.93424,2882.483408,0.354155407,24.66357452
2021-05-28 00:00:00 UTC,38642.89555,2742.990863,0.333812321,23.99403108
2021-05-29 00:00:00 UTC,35710.22094,2433.328866,0.311455169,21.46426099
2021-05-30 00:00:00 UTC,34775.07941,2294.626286,0.302704437,19.91821668
2021-05-31 00:00:00 UTC,35714.75202,2395.853228,0.301428717,20.42812252
2021-06-01 00:00:00 UTC,37340.67927,2708.429866,0.326530712,23.32808658
2021-06-02 00:00:00 UTC,36680.0682,2632.6566,0.37323681,22.90254478
2021-06-03 00:00:00 UTC,37685.71798,2717.154037,0.427387884,26.1672844
2021-06-04 00:00:00 UTC,39151.31618,2858.276702,0.39800727,27.23493817
2021-06-05 00:00:00 UTC,36938.72031,2694.497667,0.377712701,25.10056065
2021-06-06 00:00:00 UTC,35546.98596,2624.768915,0.372906114,23.81564361
2021-06-07 00:00:00 UTC,35834.47447,2711.547939,0.372499308,24.14589005
2021-06-08 00:00:00 UTC,33451.38341,2580.53558,0.333076797,21.39739257
2021-06-09 00:00:00 UTC,33557.15068,2528.022301,0.327442037,21.86519351
2021-06-10 00:00:00 UTC,37553.64376,2620.625389,0.344502301,23.19655505
2021-06-11 00:00:00 UTC,36903.30491,2486.600069,0.329430085,22.68002934
2021-06-12 00:00:00 UTC,37289.43252,2356.634774,0.3170593,21.0565247
2021-06-13 00:00:00 UTC,35666.14978,2379.991748,0.31307115,20.84724001
2021-06-14 00:00:00 UTC,39147.70568,2517.771696,0.325040441,22.08899112
2021-06-15 00:00:00 UTC,40624.51305,2587.381611,0.32800349,25.93495744
2021-06-16 00:00:00 UTC,40378.20255,2561.188331,0.321600763,24.11981874
2021-06-17 00:00:00 UTC,38321.45466,2365.872786,0.30726067,22.834541
2021-06-18 00:00:00 UTC,38193.61914,2380.74452,0.307648464,22.55429198
2021-06-19 00:00:00 UTC,35881.11137,2231.554315,0.293237442,21.45525597
2021-06-20 00:00:00 UTC,35581.64227,2176.308536,0.287834915,20.38232592
2021-06-21 00:00:00 UTC,35787.07741,2251.560559,0.282546584,20.74484567
2021-06-22 00:00:00 UTC,31711.93547,1900.1223,0.177158835,15.78153553
2021-06-23 00:00:00 UTC,32507.73871,1875.357694,0.189457008,14.62775187
2021-06-24 00:00:00 UTC,33702.61779,1971.105978,0.236763402,15.86142318
2021-06-25 00:00:00 UTC,34675.44911,1990.076151,0.264012844,16.26242102
2021-06-26 00:00:00 UTC,31943.13647,1833.463161,0.243412684,14.74759228
2021-06-27 00:00:00 UTC,32023.9739,1817.047666,0.241789155,14.4192725
2021-06-28 00:00:00 UTC,34607.29327,1973.926865,0.261878119,14.97608428
2021-06-29 00:00:00 UTC,34556.84213,2087.518724,0.257566982,15.77588772
2021-06-30 00:00:00 UTC,35968.99367,2169.400068,0.263482443,16.27904173
2021-07-01 00:00:00 UTC,35171.4863,2279.354161,0.253630327,16.41200219
2021-07-02 00:00:00 UTC,33677.56624,2121.657901,0.245758224,15.2812241
2021-07-03 00:00:00 UTC,33950.78656,2157.880585,0.245550248,15.34228144
2021-07-04 00:00:00 UTC,34729.89078,2228.532399,0.247191149,15.50785702
2021-07-05 00:00:00 UTC,35394.21307,2329.004751,0.246795791,16.02975882
2021-07-06 00:00:00 UTC,33928.13422,2217.301853,0.232817536,15.31885654
2021-07-07 00:00:00 UTC,34149.98981,2320.654929,0.23396012,16.01125442
